x,y,R,G,B
10,52,25,24,24
11,52,23,22,24
12,52,22,22,22
13,52,24,24,23
14,52,25,24,24
15,52,24,25,24
16,52,27,25,26
17,52,27,28,25
18,52,23,25,25
19,52,23,23,24
20,52,25,23,23
21,52,22,23,25
22,52,22,24,23
23,52,24,23,22
24,52,22,24,22
25,52,25,25,24
26,52,25,25,26
27,52,24,24,23
28,52,24,25,24
29,52,27,27,26
30,52,26,27,26
31,52,25,25,24
32,52,26,25,25
33,52,27,25,25
34,52,23,24,24
35,52,23,24,23
36,52,23,25,23
37,52,23,25,25
38,52,23,24,24
39,52,25,25,25
40,52,26,25,24
41,52,23,24,23
42,52,24,23,24
43,52,26,25,25
44,52,25,26,25
45,52,27,26,26
46,52,24,23,24
47,52,22,23,24
48,52,24,24,24
49,52,22,22,24
50,52,23,23,22
51,52,23,24,24
52,52,24,24,23
53,52,24,23,24
54,52,23,24,23
55,52,24,24,23
56,52,25,24,25
57,52,24,25,23
58,52,24,24,26
59,52,26,25,25
60,52,27,26,26
61,52,23,23,23
62,52,23,24,23
63,52,26,27,25
0,53,26,25,26
1,53,24,24,23
2,53,23,24,22
3,53,23,24,24
4,53,23,23,24
5,53,25,25,26
6,53,25,25,25
7,53,25,25,25
8,53,21,22,23
9,53,24,25,24
10,53,25,24,24
11,53,22,23,22
12,53,24,25,24
13,53,24,24,25
14,53,26,25,25
15,53,24,23,24
16,53,29,27,28
17,53,26,26,26
18,53,22,22,23
19,53,24,22,23
20,53,21,22,19
21,53,21,22,22
22,53,27,27,27
23,53,28,26,26
24,53,24,25,23
25,53,23,25,23
26,53,23,25,25
27,53,24,23,24
28,53,24,23,23
29,53,25,26,25
30,53,26,27,26
31,53,26,26,25
32,53,24,25,23
33,53,26,26,24
34,53,27,28,25
35,53,23,25,24
36,53,23,24,24
37,53,24,24,23
38,53,25,26,24
39,53,25,24,24
40,53,24,26,24
41,53,20,20,21
42,53,21,23,21
43,53,24,25,25
44,53,27,26,27
45,53,25,26,24
46,53,25,25,27
47,53,24,24,24
48,53,23,23,23
49,53,25,24,24
50,53,24,24,25
51,53,26,25,26
52,53,23,23,23
53,53,23,23,21
54,53,21,22,20
55,53,24,24,23
56,53,24,24,24
57,53,24,23,22
58,53,26,25,25
59,53,26,27,26
60,53,25,26,24
61,53,22,21,23
62,53,25,23,25
63,53,24,25,25
0,54,23,24,22
1,54,22,22,22
2,54,25,28,26
3,54,25,25,26
4,54,23,24,22
5,54,24,25,24
6,54,24,23,23
7,54,23,26,25
8,54,24,24,24
9,54,26,24,25
10,54,23,23,23
11,54,23,22,24
12,54,25,25,24
13,54,25,25,25
14,54,25,26,25
15,54,25,24,26
16,54,26,26,24
17,54,26,24,24
18,54,23,23,22
19,54,25,26,24
20,54,25,27,25
21,54,25,24,24
22,54,27,27,25
23,54,26,26,26
24,54,26,26,26
25,54,27,27,25
26,54,25,27,26
27,54,26,26,25
28,54,27,26,26
29,54,26,27,25
30,54,24,23,25
31,54,25,25,24
32,54,25,27,26
33,54,27,26,27
34,54,27,26,25
35,54,24,24,24
36,54,25,25,26
37,54,22,23,22
38,54,25,25,24
39,54,25,25,26
40,54,24,25,24
41,54,24,25,23
42,54,24,23,24
43,54,24,26,25
44,54,23,23,22
45,54,20,22,22
46,54,24,24,24
47,54,26,26,25
48,54,22,25,24
49,54,25,25,25
50,54,25,25,26
51,54,24,24,23
52,54,21,22,20
53,54,23,24,24
54,54,25,24,24
55,54,27,25,26
56,54,20,22,22
57,54,22,22,22
58,54,25,24,24
59,54,24,25,22
60,54,23,24,23
61,54,24,26,25
62,54,23,23,22
63,54,23,23,23
0,55,24,23,24
1,55,25,23,22
2,55,26,27,27
3,55,25,25,25
4,55,24,24,24
5,55,21,21,21
6,55,24,24,25
7,55,25,25,24
8,55,25,25,25
9,55,26,27,25
10,55,23,24,24
11,55,25,23,22
12,55,25,25,26
13,55,27,26,26
14,55,26,26,25
15,55,27,26,26
16,55,27,28,26
17,55,23,24,23
18,55,20,22,22
19,55,26,26,27
20,55,26,27,27
21,55,24,24,25
22,55,23,25,23
23,55,21,22,22
24,55,25,25,26
25,55,25,23,25
26,55,21,23,23
27,55,23,23,21
28,55,25,25,24
29,55,23,26,23
30,55,23,23,23
31,55,25,25,24
32,55,24,25,25
33,55,21,21,22
34,55,21,23,23
35,55,25,26,28
36,55,29,29,29
37,55,26,26,26
38,55,23,25,25
39,55,25,26,26
40,55,26,27,27
41,55,25,25,25
42,55,25,26,26
43,55,26,25,25
44,55,24,25,24
45,55,19,20,19
46,55,22,24,23
47,55,26,27,27
48,55,25,24,24
49,55,24,24,25
50,55,26,25,25
51,55,22,23,23
52,55,21,21,20
53,55,24,25,24
54,55,25,27,26
55,55,27,26,26
56,55,24,22,20
57,55,24,23,22
58,55,25,25,24
59,55,24,24,24
60,55,24,23,24
61,55,23,22,24
62,55,24,23,23
63,55,24,24,22
0,56,25,24,24
1,56,24,23,23
2,56,24,25,24
3,56,21,21,21
4,56,24,25,24
5,56,24,22,23
6,56,24,24,23
7,56,25,23,25
8,56,25,24,24
9,56,24,25,25
10,56,23,24,21
11,56,24,25,24
12,56,25,25,24
13,56,22,22,24
14,56,27,28,26
15,56,26,26,26
16,56,25,23,26
17,56,27,28,26
18,56,25,24,25
19,56,22,21,21
20,56,23,22,23
21,56,25,25,25
22,56,24,25,26
23,56,23,25,23
24,56,25,25,25
25,56,25,26,24
26,56,25,26,24
27,56,28,28,27
28,56,27,28,27
29,56,27,26,27
30,56,26,27,26
31,56,22,23,20
32,56,23,24,23
33,56,25,26,27
34,56,25,26,25
35,56,27,27,26
36,56,25,26,25
37,56,25,23,24
38,56,24,23,23
39,56,25,25,26
40,56,24,23,23
41,56,23,24,23
42,56,22,23,22
43,56,21,21,21
44,56,22,21,20
45,56,24,27,26
46,56,25,26,24
47,56,25,25,25
48,56,23,25,23
49,56,24,25,25
50,56,24,26,25
51,56,26,26,27
52,56,23,25,23
53,56,23,24,26
54,56,25,24,25
55,56,24,25,24
56,56,22,23,26
57,56,22,22,23
58,56,22,24,23
59,56,24,25,24
60,56,23,25,25
61,56,24,25,24
62,56,27,27,27
63,56,27,27,26
0,57,25,24,26
1,57,25,26,24
2,57,24,25,23
3,57,23,23,24
4,57,21,23,21
5,57,23,26,25
6,57,24,26,24
7,57,22,21,22
8,57,26,25,27
9,57,25,25,24
10,57,25,24,25
11,57,24,22,24
12,57,26,24,24
13,57,23,23,24
14,57,24,23,24
15,57,21,23,21
16,57,19,20,21
17,57,24,22,24
18,57,23,24,23
19,57,22,22,22
20,57,24,26,24
21,57,24,24,24
22,57,25,24,25
23,57,25,26,25
24,57,29,28,30
25,57,28,28,25
26,57,27,25,25
27,57,25,25,24
28,57,24,24,24
29,57,23,23,24
30,57,23,24,23
31,57,22,23,21
32,57,23,24,24
33,57,24,26,25
34,57,26,25,25
35,57,25,25,24
36,57,26,26,25
37,57,22,24,23
38,57,23,22,22
39,57,25,25,24
40,57,22,22,23
41,57,25,24,24
42,57,24,24,24
43,57,23,22,23
44,57,24,25,24
45,57,26,26,26
46,57,27,27,27
47,57,26,26,26
48,57,26,25,25
49,57,24,23,23
50,57,26,26,24
51,57,25,25,24
52,57,25,23,24
53,57,23,23,22
54,57,24,26,24
55,57,25,26,25
56,57,24,22,24
57,57,23,24,22
58,57,23,23,24
59,57,23,23,23
60,57,23,25,23
61,57,26,27,26
62,57,27,27,25
63,57,25,26,26
0,58,25,26,25
1,58,26,27,26
2,58,27,26,25
3,58,26,25,25
4,58,25,23,24
5,58,26,25,26
6,58,25,25,24
7,58,22,23,21
8,58,23,25,26
9,58,24,23,22
10,58,24,24,26
11,58,25,26,24
12,58,24,26,25
13,58,27,26,25
14,58,22,23,22
15,58,23,23,24
16,58,22,23,22
17,58,23,23,24
18,58,25,25,24
19,58,22,22,23
20,58,26,24,24
21,58,26,26,25
22,58,23,25,25
23,58,26,27,25
24,58,23,24,22
25,58,26,26,26
26,58,26,25,25
27,58,25,25,24
28,58,24,23,23
29,58,21,23,23
30,58,23,25,23
31,58,26,26,25
32,58,25,25,24
33,58,23,22,24
34,58,23,24,23
35,58,24,24,25
36,58,25,24,24
37,58,24,25,23
38,58,25,24,23
39,58,24,24,26
40,58,22,23,22
41,58,23,24,22
42,58,25,25,26
43,58,25,25,24
44,58,27,28,27
45,58,26,26,24
46,58,24,24,25
47,58,23,24,24
48,58,25,25,24
49,58,22,23,22
50,58,24,25,25
51,58,24,25,25
52,58,26,25,25
53,58,25,24,24
54,58,24,24,24
55,58,24,23,23
56,58,23,23,25
57,58,23,23,23
58,58,23,23,24
59,58,22,21,22
60,58,21,23,21
61,58,23,22,23
62,58,24,25,24
63,58,21,22,19
0,59,26,26,26
1,59,25,25,24
2,59,26,24,26
3,59,22,23,23
4,59,21,22,22
5,59,24,22,23
6,59,22,23,22
7,59,20,21,21
8,59,24,24,24
9,59,26,25,25
10,59,25,25,26
11,59,23,24,24
12,59,24,24,24
13,59,24,25,25
14,59,22,23,21
15,59,24,23,22
16,59,23,24,24
17,59,26,26,26
18,59,24,24,25
19,59,23,23,22
20,59,24,24,24
21,59,23,24,24
22,59,22,24,23
23,59,23,24,24
24,59,24,23,22
25,59,25,25,25
26,59,27,26,26
27,59,25,27,27
28,59,27,27,28
29,59,23,24,22
30,59,25,24,25
31,59,25,27,28
32,59,24,24,24
33,59,25,25,25
34,59,25,24,25
35,59,25,25,24
36,59,26,26,25
37,59,24,23,23
38,59,25,26,26
39,59,25,25,24
40,59,21,22,21
41,59,23,23,23
42,59,23,24,23
43,59,24,24,24
44,59,24,23,24
45,59,22,23,22
46,59,23,24,22
47,59,24,23,25
48,59,25,25,25
49,59,23,23,23
50,59,26,24,25
51,59,23,23,23
52,59,24,23,22
53,59,24,22,22
54,59,23,23,23
55,59,23,25,23
56,59,21,22,22
57,59,24,23,23
58,59,25,25,25
59,59,26,25,26
60,59,23,22,23
61,59,21,20,20
62,59,22,24,24
63,59,22,23,24
0,60,26,26,25
1,60,23,25,23
2,60,20,20,20
3,60,22,21,21
4,60,23,23,24
5,60,22,22,24
6,60,23,25,24
7,60,21,21,21
8,60,25,25,25
9,60,24,25,24
10,60,26,25,24
11,60,26,25,25
12,60,22,23,23
13,60,24,25,24
14,60,24,25,24
15,60,26,25,25
16,60,25,25,23
17,60,24,25,24
18,60,24,26,24
19,60,26,25,26
20,60,24,24,24
21,60,24,24,26
22,60,24,24,24
23,60,23,23,23
24,60,24,25,23
25,60,26,29,25
26,60,26,25,24
27,60,25,25,24
28,60,25,23,26
29,60,23,23,23
30,60,20,21,21
31,60,21,20,21
32,60,25,25,25
33,60,25,24,23
34,60,26,25,24
35,60,25,25,24
36,60,25,24,24
37,60,22,24,25
38,60,26,27,26
39,60,26,26,25
40,60,24,23,23
41,60,24,25,24
42,60,25,25,24
43,60,24,24,22
44,60,24,25,24
45,60,25,25,24
46,60,24,25,25
47,60,25,25,24
48,60,24,25,23
49,60,24,24,23
50,60,22,23,24
51,60,23,23,22
52,60,23,22,22
53,60,23,22,22
54,60,23,24,23
55,60,24,23,24
56,60,25,25,25
57,60,24,24,24
58,60,23,24,24
59,60,22,25,22
60,60,23,24,24
61,60,25,25,24
62,60,25,25,24
63,60,23,24,23
0,61,23,24,25
1,61,23,23,22
2,61,26,26,27
3,61,25,25,25
4,61,23,25,24
5,61,22,23,22
6,61,26,26,26
7,61,26,26,25
8,61,24,23,25
9,61,23,23,22
10,61,22,24,23
11,61,21,21,21
12,61,23,23,21
13,61,23,24,23
14,61,25,25,27
15,61,26,28,26
16,61,27,25,26
17,61,25,25,24
18,61,26,27,27
19,61,26,27,28
20,61,25,25,26
21,61,24,27,25
22,61,24,23,24
23,61,25,26,23
24,61,24,25,25
25,61,26,28,26
26,61,23,24,24
27,61,22,23,23
28,61,24,25,23
29,61,26,24,25
30,61,23,23,24
31,61,23,23,24
32,61,26,26,24
33,61,21,22,23
34,61,24,24,24
35,61,25,24,25
36,61,26,25,25
37,61,25,25,24
38,61,24,24,23
39,61,24,24,24
40,61,25,25,25
41,61,28,28,27
42,61,27,27,27
43,61,24,24,23
44,61,23,27,23
45,61,25,25,26
46,61,22,21,21
47,61,24,23,23
48,61,25,25,25
49,61,23,25,23
50,61,23,22,23
51,61,23,25,24
52,61,26,27,25
53,61,26,26,25
54,61,26,24,25
55,61,23,25,23
56,61,26,25,26
57,61,24,24,23
58,61,23,21,23
59,61,23,25,26
60,61,26,27,24
61,61,22,24,24
62,61,22,24,23
63,61,25,25,26
0,62,25,23,25
1,62,24,23,24
2,62,27,28,26
3,62,25,26,25
4,62,26,25,25
5,62,23,24,24
6,62,26,25,26
7,62,26,26,26
8,62,20,22,22
9,62,25,21,23
10,62,20,23,22
11,62,21,21,22
12,62,24,24,25
13,62,26,27,26
14,62,24,23,25
15,62,24,25,24
16,62,28,29,28
17,62,23,22,24
18,62,26,27,25
19,62,26,24,26
20,62,26,25,25
21,62,25,25,24
22,62,25,25,24
23,62,24,24,24
24,62,27,26,27
25,62,23,24,21
26,62,23,24,23
27,62,25,25,24
28,62,25,26,26
29,62,25,26,25
30,62,25,25,24
31,62,24,25,24
32,62,29,27,28
33,62,26,24,25
34,62,22,21,22
35,62,23,23,22
36,62,27,27,25
37,62,26,27,28
38,62,22,22,22
39,62,22,23,23
40,62,29,27,26
41,62,25,26,25
42,62,23,26,25
43,62,23,23,23
44,62,23,24,23
45,62,24,23,24
46,62,24,24,23
47,62,25,25,25
48,62,25,26,26
49,62,25,24,25
50,62,23,24,24
51,62,24,23,25
52,62,26,26,26
53,62,26,25,26
54,62,25,26,25
55,62,28,28,27
56,62,21,22,21
57,62,22,22,20
58,62,22,23,23
59,62,26,24,24
60,62,24,26,25
61,62,25,24,22
62,62,24,24,22
63,62,24,26,25
0,63,26,27,26
1,63,27,27,26
2,63,26,28,26
3,63,25,24,23
4,63,24,23,23
5,63,24,25,25
6,63,22,23,24
7,63,23,23,23
8,63,24,24,24
9,63,24,24,24
10,63,23,25,25
11,63,25,25,25
12,63,28,28,27
13,63,26,26,27
14,63,26,25,25
15,63,24,23,23
16,63,25,26,26
17,63,23,24,24
18,63,22,23,24
19,63,24,24,23
20,63,26,24,22
21,63,23,24,21
22,63,25,24,24
23,63,24,26,25
24,63,22,23,23
25,63,24,25,25
26,63,24,24,25
27,63,25,24,24
28,63,24,24,24
29,63,25,24,23
30,63,29,27,28
31,63,26,28,27
32,63,25,26,26
33,63,24,24,24
34,63,23,23,23
35,63,20,22,20
36,63,24,24,23
37,63,23,23,23
38,63,22,24,22
39,63,23,23,23
40,63,25,25,26
41,63,21,22,21
42,63,21,22,22
43,63,20,20,20
44,63,20,19,19
45,63,21,21,22
46,63,25,27,25
47,63,27,24,26
48,63,26,25,26
49,63,24,23,25
50,63,23,24,24
51,63,24,24,23
52,63,26,24,25
53,63,24,24,27
54,63,24,24,25
55,63,27,28,27
56,63,23,22,22
57,63,25,24,23
58,63,25,28,27
59,63,26,26,26
60,63,24,23,24
61,63,24,25,23
62,63,27,27,27
63,63,25,26,25
