x,y,R,G,B
0,0,24,24,24
1,0,25,24,25
2,0,25,24,23
3,0,23,23,23
4,0,24,24,24
5,0,24,23,23
6,0,23,24,25
7,0,23,24,25
8,0,25,25,24
9,0,24,25,26
10,0,23,23,24
11,0,25,26,24
12,0,23,23,25
13,0,24,25,23
14,0,27,26,26
15,0,26,25,25
16,0,27,25,25
17,0,27,27,26
18,0,25,25,25
19,0,26,25,25
20,0,25,27,26
21,0,26,26,25
22,0,25,26,24
23,0,23,25,25
24,0,25,27,25
25,0,25,25,26
26,0,25,26,24
27,0,23,23,24
28,0,25,26,25
29,0,24,24,23
30,0,23,22,22
31,0,25,25,24
32,0,26,26,25
33,0,23,25,23
34,0,23,25,23
35,0,25,24,23
36,0,25,25,25
37,0,25,24,25
38,0,26,26,25
39,0,25,25,24
40,0,25,25,25
41,0,25,26,26
42,0,23,25,23
43,0,24,24,23
44,0,24,25,23
45,0,22,23,21
46,0,23,24,24
47,0,25,25,24
48,0,25,25,25
49,0,24,25,25
50,0,25,25,23
51,0,23,24,26
52,0,25,25,25
53,0,26,26,25
54,0,24,26,26
55,0,24,25,25
56,0,25,25,24
57,0,25,24,23
58,0,22,23,23
59,0,25,24,23
60,0,23,24,24
61,0,23,22,24
62,0,23,23,22
63,0,26,26,25
0,1,25,23,24
1,1,23,23,22
2,1,23,24,24
3,1,25,23,25
4,1,23,24,23
5,1,23,24,22
6,1,23,23,22
7,1,23,25,23
8,1,26,25,25
9,1,23,22,24
10,1,23,22,23
11,1,26,26,26
12,1,25,25,24
13,1,23,23,23
14,1,25,24,24
15,1,24,25,26
16,1,23,23,23
17,1,26,24,24
18,1,26,24,25
19,1,26,27,26
20,1,25,25,22
21,1,26,26,25
22,1,27,26,27
23,1,25,25,26
24,1,25,24,24
25,1,25,25,26
26,1,24,25,24
27,1,23,26,24
28,1,25,26,25
29,1,26,25,25
30,1,27,26,26
31,1,22,24,23
32,1,24,24,24
33,1,25,23,25
34,1,25,24,24
35,1,23,24,23
36,1,23,23,23
37,1,23,22,24
38,1,24,23,23
39,1,23,23,23
40,1,23,21,21
41,1,25,24,24
42,1,22,23,21
43,1,22,23,23
44,1,24,24,23
45,1,26,26,25
46,1,24,24,25
47,1,23,23,22
48,1,25,23,24
49,1,23,22,22
50,1,24,23,23
51,1,24,24,24
52,1,21,21,22
53,1,26,24,25
54,1,25,26,25
55,1,24,25,23
56,1,25,26,26
57,1,25,24,26
58,1,22,24,23
59,1,25,23,24
60,1,24,25,24
61,1,23,22,22
62,1,23,22,21
63,1,26,25,25
0,2,25,25,24
1,2,23,25,25
2,2,26,27,26
3,2,26,26,25
4,2,25,24,25
5,2,25,23,24
6,2,25,25,25
7,2,23,23,23
8,2,24,25,23
9,2,23,24,24
10,2,25,25,25
11,2,27,27,27
12,2,25,26,26
13,2,23,23,23
14,2,24,23,24
15,2,24,24,23
16,2,22,24,22
17,2,24,24,23
18,2,23,25,22
19,2,25,24,24
20,2,25,26,25
21,2,26,26,27
22,2,26,26,25
23,2,27,26,25
24,2,24,26,25
25,2,26,26,26
26,2,25,25,24
27,2,24,23,23
28,2,25,26,26
29,2,27,28,27
30,2,26,27,25
31,2,21,22,23
32,2,21,22,23
33,2,24,24,24
34,2,25,26,27
35,2,25,26,26
36,2,26,26,25
37,2,24,23,24
38,2,24,24,24
39,2,26,25,24
40,2,25,25,23
41,2,24,26,24
42,2,25,26,26
43,2,25,26,26
44,2,26,26,25
45,2,27,27,26
46,2,28,28,26
47,2,26,25,25
48,2,23,23,24
49,2,23,23,25
50,2,24,25,24
51,2,24,24,24
52,2,25,25,25
53,2,24,23,24
54,2,27,24,26
55,2,27,27,28
56,2,22,25,25
57,2,24,25,23
58,2,24,23,24
59,2,24,24,24
60,2,23,23,23
61,2,24,25,23
62,2,22,23,24
63,2,24,26,25
0,3,23,24,25
1,3,26,28,25
2,3,26,25,24
3,3,27,26,26
4,3,27,26,25
5,3,25,25,24
6,3,24,24,24
7,3,23,24,23
8,3,23,23,25
9,3,24,24,23
10,3,25,26,25
11,3,22,22,23
12,3,24,23,22
13,3,22,22,22
14,3,22,23,22
15,3,22,24,23
16,3,23,25,24
17,3,25,26,24
18,3,24,23,23
19,3,21,21,21
20,3,22,22,22
21,3,24,23,23
22,3,24,25,24
23,3,25,24,23
24,3,25,23,22
25,3,24,23,24
26,3,23,25,24
27,3,25,24,23
28,3,27,26,26
29,3,26,26,25
30,3,23,26,23
31,3,23,24,22
32,3,22,22,21
33,3,22,24,23
34,3,26,26,26
35,3,27,27,27
36,3,27,26,25
37,3,25,25,25
38,3,23,24,23
39,3,24,25,24
40,3,24,24,23
41,3,23,22,22
42,3,23,24,24
43,3,25,25,25
44,3,28,28,27
45,3,27,27,27
46,3,25,26,26
47,3,25,25,24
48,3,23,24,24
49,3,24,25,25
50,3,24,24,23
51,3,24,23,23
52,3,25,24,24
53,3,24,23,22
54,3,24,24,24
55,3,25,26,25
56,3,24,25,24
57,3,22,22,21
58,3,22,22,22
59,3,23,24,22
60,3,23,24,24
61,3,23,23,24
62,3,25,23,23
63,3,25,26,25
0,4,24,23,24
1,4,21,21,22
2,4,24,24,24
3,4,26,27,25
4,4,26,27,26
5,4,25,25,25
6,4,24,25,23
7,4,23,24,24
8,4,26,26,26
9,4,25,26,26
10,4,24,25,26
11,4,24,23,23
12,4,23,24,24
13,4,25,24,23
14,4,24,24,24
15,4,21,22,21
16,4,23,22,22
17,4,27,25,25
18,4,23,24,23
19,4,23,23,23
20,4,24,24,24
21,4,23,24,23
22,4,24,23,24
23,4,21,21,21
24,4,24,23,24
25,4,24,25,24
26,4,28,27,25
27,4,28,27,28
28,4,26,27,26
29,4,25,25,24
30,4,25,26,24
31,4,25,26,26
32,4,24,23,24
33,4,24,25,24
34,4,26,24,24
35,4,25,27,26
36,4,26,25,25
37,4,25,25,24
38,4,24,24,23
39,4,26,25,24
40,4,25,25,25
41,4,25,25,24
42,4,20,21,21
43,4,21,22,20
44,4,21,22,22
45,4,25,24,25
46,4,24,24,23
47,4,25,26,25
48,4,24,23,25
49,4,23,25,23
50,4,22,21,22
51,4,23,25,24
52,4,23,24,23
53,4,24,25,24
54,4,26,25,24
55,4,23,25,25
56,4,24,25,25
57,4,25,26,24
58,4,25,25,24
59,4,23,25,23
60,4,21,23,22
61,4,23,22,22
62,4,22,23,22
63,4,24,23,24
0,5,21,24,22
1,5,23,23,22
2,5,25,26,26
3,5,24,26,25
4,5,24,25,23
5,5,24,24,23
6,5,24,25,23
7,5,23,24,24
8,5,23,24,23
9,5,25,25,25
10,5,22,22,23
11,5,23,23,22
12,5,25,24,23
13,5,22,24,23
14,5,23,24,23
15,5,23,25,24
16,5,23,23,22
17,5,25,25,24
18,5,24,25,24
19,5,25,25,25
20,5,23,23,22
21,5,24,25,24
22,5,23,24,24
23,5,22,22,23
24,5,27,27,26
25,5,25,26,26
26,5,26,27,25
27,5,24,25,25
28,5,25,24,24
29,5,26,23,24
30,5,25,26,26
31,5,22,24,22
32,5,25,24,23
33,5,24,24,23
34,5,24,25,25
35,5,25,24,25
36,5,25,24,25
37,5,25,25,26
38,5,26,27,26
39,5,23,24,21
40,5,27,27,25
41,5,27,26,26
42,5,23,24,22
43,5,21,23,21
44,5,23,23,20
45,5,22,21,21
46,5,24,23,24
47,5,21,22,21
48,5,26,26,26
49,5,23,25,22
50,5,22,23,24
51,5,23,22,24
52,5,23,24,23
53,5,23,24,24
54,5,25,25,25
55,5,27,27,26
56,5,26,25,25
57,5,29,30,29
58,5,29,27,28
59,5,26,28,26
60,5,26,26,26
61,5,25,25,24
62,5,25,25,26
63,5,26,25,25
0,6,23,24,23
1,6,22,23,23
2,6,22,24,22
3,6,23,23,23
4,6,24,23,24
5,6,24,23,23
6,6,23,23,22
7,6,24,24,24
8,6,24,25,24
9,6,25,26,25
10,6,23,25,23
11,6,23,22,22
12,6,25,25,27
13,6,26,25,25
14,6,25,25,25
15,6,26,26,25
16,6,26,28,24
17,6,24,22,23
18,6,21,23,23
19,6,24,23,23
20,6,22,23,23
21,6,23,22,22
22,6,26,26,24
23,6,24,26,27
24,6,25,26,25
25,6,25,25,25
26,6,23,24,24
27,6,23,24,24
28,6,24,25,24
29,6,24,24,24
30,6,23,24,24
31,6,24,24,23
32,6,23,23,23
33,6,23,22,24
34,6,27,26,25
35,6,25,24,24
36,6,24,23,24
37,6,26,27,27
38,6,25,25,25
39,6,25,25,23
40,6,27,24,24
41,6,24,23,24
42,6,27,27,28
43,6,29,27,28
44,6,25,24,25
45,6,24,23,22
46,6,21,24,23
47,6,22,22,22
48,6,26,25,26
49,6,25,25,25
50,6,23,23,25
51,6,23,23,22
52,6,22,23,23
53,6,22,23,23
54,6,24,24,25
55,6,24,25,25
56,6,22,22,22
57,6,27,27,27
58,6,23,25,25
59,6,21,21,21
60,6,24,23,25
61,6,25,24,24
62,6,25,24,24
63,6,26,28,26
0,7,24,25,25
1,7,23,23,24
2,7,23,23,23
3,7,23,22,23
4,7,26,26,24
5,7,25,24,23
6,7,23,22,22
7,7,24,24,22
8,7,28,28,29
9,7,26,25,25
10,7,22,22,22
11,7,23,23,22
12,7,25,23,24
13,7,25,26,25
14,7,24,25,25
15,7,25,24,23
16,7,26,26,26
17,7,25,26,26
18,7,26,25,25
19,7,23,23,22
20,7,24,24,24
21,7,23,24,22
22,7,25,25,24
23,7,25,28,26
24,7,23,23,21
25,7,24,23,22
26,7,22,23,23
27,7,26,24,26
28,7,27,26,26
29,7,22,22,22
30,7,22,22,20
31,7,22,23,24
32,7,23,23,24
33,7,23,24,24
34,7,24,25,24
35,7,24,24,23
36,7,25,24,24
37,7,23,24,22
38,7,24,25,24
39,7,25,25,25
40,7,25,25,24
41,7,22,21,22
42,7,22,23,23
43,7,27,25,25
44,7,24,24,26
45,7,23,23,23
46,7,24,25,24
47,7,28,27,27
48,7,22,24,26
49,7,25,24,23
50,7,21,22,22
51,7,23,21,23
52,7,25,26,24
53,7,22,23,23
54,7,22,22,24
55,7,23,25,23
56,7,21,20,20
57,7,22,24,25
58,7,23,24,22
59,7,18,19,20
60,7,20,21,20
61,7,22,20,21
62,7,25,25,24
63,7,26,26,26
0,8,26,26,24
1,8,24,24,25
2,8,23,24,24
3,8,26,26,25
4,8,26,27,26
5,8,27,26,26
6,8,23,23,24
7,8,24,25,24
8,8,28,28,28
9,8,26,26,25
10,8,22,24,23
11,8,24,23,23
12,8,24,25,24
13,8,23,24,24
14,8,25,26,26
15,8,24,27,26
16,8,27,27,27
17,8,25,27,25
18,8,22,22,22
19,8,22,24,23
20,8,22,23,23
21,8,24,25,25
22,8,24,24,24
23,8,22,21,22
24,8,27,25,26
25,8,25,28,26
26,8,21,21,21
27,8,22,22,22
28,8,23,23,23
29,8,25,25,25
30,8,24,24,24
31,8,22,23,21
32,8,24,26,25
33,8,25,25,24
34,8,26,26,26
35,8,25,26,25
36,8,24,25,25
37,8,23,24,23
38,8,25,25,24
39,8,25,24,24
40,8,26,26,25
41,8,25,25,26
42,8,26,27,26
43,8,32,29,30
44,8,27,28,28
45,8,25,25,24
46,8,25,24,23
47,8,26,27,25
48,8,26,26,27
49,8,26,27,27
50,8,23,23,24
51,8,26,25,25
52,8,23,24,23
53,8,22,22,22
54,8,20,21,21
55,8,24,24,23
56,8,24,26,25
57,8,25,26,25
58,8,25,23,24
59,8,24,25,25
60,8,25,25,24
61,8,26,26,25
62,8,25,23,22
63,8,26,27,28
0,9,24,25,25
1,9,23,24,25
2,9,23,23,22
3,9,25,23,24
4,9,25,27,24
5,9,26,25,24
6,9,25,26,25
7,9,26,27,25
8,9,28,27,26
9,9,23,22,24
10,9,23,22,22
11,9,25,23,24
12,9,24,24,24
13,9,25,25,25
14,9,29,30,29
15,9,29,28,29
16,9,27,27,27
17,9,24,25,24
18,9,23,23,23
19,9,26,25,26
20,9,26,28,26
21,9,25,24,24
22,9,24,23,23
23,9,25,25,24
24,9,25,26,24
25,9,26,24,24
26,9,23,22,23
27,9,21,21,21
28,9,23,23,23
29,9,23,25,24
30,9,24,26,25
31,9,23,25,24
32,9,23,25,24
33,9,25,24,24
34,9,25,26,25
35,9,27,26,25
36,9,24,24,24
37,9,24,24,24
38,9,25,25,26
39,9,23,25,24
40,9,24,24,23
41,9,24,25,24
42,9,26,26,26
43,9,27,26,26
44,9,22,22,22
45,9,24,23,23
46,9,22,22,24
47,9,22,22,22
48,9,25,26,25
49,9,22,24,24
50,9,26,26,24
51,9,25,25,26
52,9,22,24,23
53,9,24,24,25
54,9,25,25,25
55,9,23,24,25
56,9,25,24,24
57,9,25,26,26
58,9,22,22,22
59,9,21,22,21
60,9,23,24,23
61,9,23,23,22
62,9,23,24,22
63,9,26,28,27
0,10,26,25,25
1,10,25,25,25
2,10,24,23,24
3,10,24,25,24
4,10,23,23,23
5,10,25,26,24
6,10,25,27,27
7,10,26,25,26
8,10,24,25,24
9,10,23,22,22
10,10,22,22,22
11,10,21,22,23
12,10,24,24,23
13,10,24,26,25
14,10,25,26,27
15,10,21,20,21
16,10,23,25,24
17,10,25,26,25
18,10,25,25,24
19,10,28,27,26
20,10,25,25,25
21,10,23,24,23
22,10,24,23,24
23,10,23,24,23
24,10,23,24,23
25,10,22,23,24
26,10,23,24,24
27,10,24,23,22
28,10,25,23,24
29,10,26,25,26
30,10,26,26,25
31,10,25,25,26
32,10,22,23,22
33,10,23,24,23
34,10,23,22,22
35,10,23,22,22
36,10,24,24,25
37,10,26,26,26
38,10,23,23,23
39,10,23,24,23
40,10,23,21,21
41,10,25,26,26
42,10,23,24,23
43,10,21,22,20
44,10,22,22,22
45,10,27,28,27
46,10,25,26,24
47,10,23,22,23
48,10,25,23,23
49,10,22,22,21
50,10,25,25,24
51,10,25,25,25
52,10,23,23,22
53,10,23,25,25
54,10,25,24,25
55,10,25,25,26
56,10,23,25,24
57,10,25,24,23
58,10,22,21,23
59,10,22,22,21
60,10,23,23,24
61,10,23,22,23
62,10,24,23,23
63,10,27,28,27
0,11,26,26,27
1,11,24,25,23
2,11,25,25,25
3,11,24,24,23
4,11,21,22,21
5,11,21,19,20
6,11,23,24,22
7,11,23,23,23
8,11,26,26,24
9,11,26,27,25
10,11,23,22,22
11,11,22,22,22
12,11,22,22,22
13,11,23,23,22
14,11,22,24,22
15,11,21,21,20
16,11,22,23,23
17,11,23,23,23
18,11,24,24,22
19,11,24,23,24
20,11,22,23,22
21,11,24,23,23
22,11,24,25,24
23,11,26,26,25
24,11,23,24,23
25,11,27,26,27
26,11,26,26,25
27,11,25,25,25
28,11,23,24,21
29,11,23,23,23
30,11,23,23,21
31,11,24,23,23
32,11,24,27,24
33,11,24,25,24
34,11,25,24,24
35,11,24,24,25
36,11,27,28,29
37,11,26,25,24
38,11,19,20,21
39,11,23,24,23
40,11,24,25,24
41,11,26,26,26
42,11,23,25,24
43,11,23,23,23
44,11,23,23,23
45,11,23,25,24
46,11,24,26,24
47,11,25,25,23
48,11,23,24,23
49,11,25,26,25
50,11,25,25,25
51,11,24,24,23
52,11,24,24,23
53,11,22,22,22
54,11,22,22,22
55,11,24,23,24
56,11,26,25,23
57,11,25,24,25
58,11,25,25,25
59,11,23,25,25
60,11,25,24,24
61,11,26,25,25
62,11,24,23,24
63,11,24,25,22
0,12,25,24,25
1,12,25,25,24
2,12,25,27,25
3,12,23,26,24
4,12,24,24,24
5,12,23,23,22
6,12,21,20,21
7,12,22,22,22
8,12,25,26,26
9,12,24,25,25
10,12,26,26,25
11,12,25,25,25
12,12,23,23,24
13,12,24,23,24
14,12,22,21,22
15,12,24,25,24
16,12,24,24,23
17,12,23,23,23
18,12,24,24,24
19,12,25,23,23
20,12,24,23,24
21,12,25,24,24
22,12,22,21,21
23,12,23,24,22
24,12,24,23,23
25,12,25,25,24
26,12,26,25,25
27,12,26,25,25
28,12,25,25,24
29,12,22,23,23
30,12,23,24,22
31,12,23,22,23
32,12,24,23,23
33,12,25,25,26
34,12,28,28,28
35,12,26,27,26
36,12,27,28,27
37,12,24,23,24
38,12,22,21,21
39,12,25,24,23
40,12,22,21,21
41,12,22,23,23
42,12,25,24,23
43,12,23,24,23
44,12,21,21,21
45,12,21,20,22
46,12,24,23,23
47,12,26,27,26
48,12,27,27,26
49,12,25,25,25
50,12,27,25,25
51,12,26,26,25
52,12,27,26,26
53,12,26,25,25
54,12,25,26,25
55,12,23,22,22
56,12,22,23,23
57,12,25,28,27
58,12,26,24,25
59,12,23,23,22
60,12,23,23,23
61,12,26,25,25
62,12,25,25,24
63,12,21,22,22
0,13,26,25,26
1,13,25,25,25
2,13,28,27,28
3,13,28,28,27
4,13,27,26,24
5,13,24,24,25
6,13,23,24,23
7,13,24,24,24
8,13,25,23,24
9,13,25,26,25
10,13,25,27,26
11,13,24,25,25
12,13,27,27,25
13,13,23,26,24
14,13,25,23,23
15,13,26,24,23
16,13,26,25,25
17,13,26,26,25
18,13,26,25,26
19,13,25,24,25
20,13,23,24,22
21,13,23,23,23
22,13,24,23,23
23,13,25,25,24
24,13,28,28,27
25,13,24,24,26
26,13,24,23,23
27,13,24,24,23
28,13,22,23,22
29,13,23,25,26
30,13,26,27,27
31,13,24,24,24
32,13,24,23,24
33,13,27,28,26
34,13,27,27,27
35,13,23,23,24
36,13,21,23,21
37,13,24,24,21
38,13,23,22,22
39,13,23,23,24
40,13,22,20,21
41,13,22,22,22
42,13,25,25,24
43,13,25,25,24
44,13,21,23,22
45,13,23,23,23
46,13,25,24,25
47,13,25,25,25
48,13,24,24,24
49,13,21,22,21
50,13,23,25,24
51,13,27,26,25
52,13,25,25,24
53,13,24,25,24
54,13,29,29,29
55,13,25,25,23
56,13,26,25,24
57,13,26,26,25
58,13,23,24,25
59,13,23,25,24
60,13,24,23,25
61,13,23,24,23
62,13,26,24,27
63,13,24,24,24
0,14,25,25,26
1,14,27,26,25
2,14,28,29,30
3,14,28,28,27
4,14,24,23,23
5,14,21,22,21
6,14,23,24,24
7,14,27,27,27
8,14,25,26,25
9,14,24,24,24
10,14,22,23,22
11,14,22,22,23
12,14,25,25,25
13,14,27,27,27
14,14,23,24,23
15,14,21,21,21
16,14,23,23,24
17,14,25,24,25
18,14,24,25,25
19,14,25,24,24
20,14,24,25,24
21,14,24,24,24
22,14,25,24,23
23,14,21,23,22
24,14,27,27,28
25,14,24,25,23
26,14,20,22,22
27,14,22,21,22
28,14,22,24,23
29,14,24,23,23
30,14,25,25,24
31,14,26,25,25
32,14,26,28,27
33,14,24,25,25
34,14,23,25,23
35,14,24,25,23
36,14,25,25,25
37,14,25,25,24
38,14,23,23,24
39,14,21,20,20
40,14,24,24,24
41,14,22,24,23
42,14,26,27,25
43,14,25,25,26
44,14,23,24,23
45,14,24,23,23
46,14,22,24,22
47,14,23,22,23
48,14,21,21,19
49,14,21,19,19
50,14,23,24,25
51,14,25,25,24
52,14,19,19,18
53,14,18,18,18
54,14,25,27,27
55,14,23,23,24
56,14,26,25,27
57,14,25,26,26
58,14,27,27,26
59,14,25,25,25
60,14,25,25,25
61,14,25,24,24
62,14,25,25,25
63,14,21,23,23
0,15,24,24,24
1,15,26,27,26
2,15,25,26,26
3,15,22,22,22
4,15,24,23,23
5,15,25,26,24
6,15,25,26,25
7,15,25,26,25
8,15,23,26,24
9,15,24,23,24
10,15,23,24,24
11,15,21,21,22
12,15,23,24,25
13,15,25,24,26
14,15,24,23,23
15,15,22,23,21
16,15,25,25,24
17,15,24,26,23
18,15,25,25,25
19,15,25,26,25
20,15,28,26,26
21,15,23,24,24
22,15,23,24,23
23,15,22,23,23
24,15,24,24,25
25,15,22,23,23
26,15,23,26,25
27,15,26,26,25
28,15,26,24,25
29,15,25,25,23
30,15,24,23,25
31,15,23,24,24
32,15,27,27,26
33,15,29,28,28
34,15,25,26,26
35,15,25,26,23
36,15,25,25,23
37,15,24,26,25
38,15,23,25,25
39,15,24,26,24
40,15,27,27,25
41,15,23,23,23
42,15,23,24,23
43,15,26,25,26
44,15,26,25,25
45,15,24,25,24
46,15,23,23,22
47,15,22,23,23
48,15,24,24,24
49,15,22,24,22
50,15,26,26,27
51,15,26,27,26
52,15,25,23,24
53,15,20,20,20
54,15,23,23,23
55,15,28,28,27
56,15,25,24,26
57,15,25,25,24
58,15,25,25,25
59,15,25,25,25
60,15,26,26,26
61,15,26,26,25
62,15,26,26,24
63,15,24,26,24
0,16,26,25,25
1,16,23,24,24
2,16,24,24,24
3,16,24,24,24
4,16,25,26,26
5,16,27,26,24
6,16,27,26,25
7,16,24,25,25
8,16,25,25,24
9,16,24,25,24
10,16,24,24,24
11,16,27,26,26
12,16,27,27,28
13,16,26,27,27
14,16,27,26,26
15,16,24,24,24
16,16,25,24,25
17,16,23,25,22
18,16,23,25,24
19,16,24,25,24
20,16,26,27,27
21,16,28,27,27
22,16,25,23,24
23,16,24,25,23
24,16,20,21,21
25,16,25,25,25
26,16,24,24,23
27,16,22,21,21
28,16,24,25,25
29,16,25,25,25
30,16,25,24,23
31,16,26,25,25
32,16,24,24,23
33,16,26,26,25
34,16,26,26,25
35,16,25,26,25
36,16,26,25,24
37,16,27,26,25
38,16,26,27,26
39,16,25,26,24
40,16,26,27,26
41,16,25,26,25
42,16,23,25,24
43,16,23,24,22
44,16,24,21,22
45,16,24,23,23
46,16,24,23,23
47,16,24,25,24
48,16,25,23,25
49,16,23,23,23
50,16,23,24,24
51,16,22,21,21
52,16,25,25,23
53,16,23,22,22
54,16,25,25,24
55,16,24,25,23
56,16,26,26,27
57,16,27,27,27
58,16,27,26,25
59,16,25,26,24
60,16,26,25,26
61,16,27,28,27
62,16,25,25,23
63,16,25,24,25
0,17,24,23,25
1,17,26,25,25
2,17,25,25,24
3,17,25,25,25
4,17,25,25,25
5,17,24,25,25
6,17,24,24,24
7,17,25,26,24
8,17,24,23,24
9,17,22,22,22
10,17,27,24,24
11,17,24,24,24
12,17,25,26,24
13,17,25,24,24
14,17,24,26,22
15,17,22,23,21
16,17,25,27,26
17,17,27,24,26
18,17,23,24,23
19,17,19,22,22
20,17,24,24,23
21,17,26,26,26
22,17,26,29,26
23,17,26,24,25
24,17,23,24,23
25,17,24,24,22
26,17,23,21,22
27,17,25,24,24
28,17,24,25,26
29,17,24,25,25
30,17,26,24,25
31,17,25,24,24
32,17,27,27,26
33,17,24,25,24
34,17,24,24,23
35,17,21,22,21
36,17,22,22,23
37,17,24,26,26
38,17,27,27,26
39,17,26,28,25
40,17,25,25,26
41,17,23,24,25
42,17,25,25,25
43,17,27,26,27
44,17,24,25,24
45,17,25,25,24
46,17,25,24,25
47,17,24,24,24
48,17,25,24,25
49,17,24,24,23
50,17,25,25,24
51,17,25,24,24
52,17,22,22,21
53,17,23,25,22
54,17,24,23,22
55,17,23,24,22
56,17,27,27,27
57,17,27,28,28
58,17,27,26,26
59,17,25,26,26
60,17,25,26,25
61,17,23,22,23
62,17,23,22,22
63,17,21,22,22
0,18,23,23,23
1,18,24,23,24
2,18,23,23,24
3,18,26,25,25
4,18,27,26,26
5,18,23,24,23
6,18,23,23,23
7,18,26,25,24
8,18,26,26,26
9,18,23,24,25
10,18,25,25,25
11,18,24,24,23
12,18,23,23,24
13,18,26,26,26
14,18,23,24,24
15,18,23,22,23
16,18,22,24,24
17,18,24,24,24
18,18,24,25,26
19,18,22,24,23
20,18,21,22,22
21,18,23,24,24
22,18,23,23,24
23,18,25,26,25
24,18,28,27,27
25,18,24,26,24
26,18,25,26,25
27,18,26,26,24
28,18,26,24,24
29,18,25,24,24
30,18,23,23,24
31,18,24,22,23
32,18,25,25,27
33,18,23,24,23
34,18,24,23,23
35,18,22,22,22
36,18,23,23,22
37,18,24,25,26
38,18,25,23,24
39,18,24,26,24
40,18,25,25,25
41,18,25,25,24
42,18,26,26,25
43,18,26,24,25
44,18,24,24,24
45,18,25,25,25
46,18,25,25,25
47,18,26,26,25
48,18,26,26,25
49,18,23,26,24
50,18,24,25,25
51,18,26,27,25
52,18,24,24,23
53,18,26,27,26
54,18,24,24,24
55,18,24,25,23
56,18,21,21,21
57,18,22,23,22
58,18,23,24,24
59,18,24,23,23
60,18,24,26,25
61,18,25,27,26
62,18,24,24,23
63,18,21,25,23
0,19,21,20,20
1,19,20,21,21
2,19,21,23,21
3,19,20,21,20
4,19,22,21,22
5,19,20,19,20
6,19,21,21,22
7,19,22,22,22
8,19,25,26,25
9,19,24,25,24
10,19,23,22,23
11,19,22,24,24
12,19,25,25,24
13,19,25,27,26
14,19,24,24,23
15,19,24,24,24
16,19,22,21,21
17,19,24,24,22
18,19,23,25,24
19,19,24,24,25
20,19,25,23,25
21,19,24,22,23
22,19,24,25,24
23,19,24,25,24
24,19,24,25,24
25,19,25,26,25
26,19,27,26,28
27,19,24,24,24
28,19,23,22,22
29,19,23,23,23
30,19,23,23,23
31,19,22,22,22
32,19,24,25,24
33,19,24,24,24
34,19,22,23,23
35,19,22,24,22
36,19,23,24,23
37,19,24,25,25
38,19,25,25,24
39,19,22,23,22
40,19,24,25,24
41,19,25,25,25
42,19,24,24,23
43,19,22,23,22
44,19,23,22,22
45,19,25,24,23
46,19,25,26,24
47,19,26,26,25
48,19,23,22,22
49,19,21,22,21
50,19,25,25,24
51,19,24,24,24
52,19,24,24,24
53,19,23,25,24
54,19,23,24,24
55,19,23,24,24
56,19,20,22,22
57,19,23,23,23
58,19,23,24,24
59,19,24,25,23
60,19,26,26,26
61,19,26,27,27
62,19,23,26,24
63,19,25,25,25
0,20,24,23,23
1,20,24,22,22
2,20,25,25,24
3,20,23,24,24
4,20,25,26,25
5,20,25,25,26
6,20,25,25,24
7,20,21,21,24
8,20,22,20,20
9,20,21,21,20
10,20,20,21,20
11,20,23,24,24
12,20,24,25,23
13,20,23,23,23
14,20,22,23,22
15,20,26,26,25
16,20,23,23,22
17,20,26,25,25
18,20,24,26,27
19,20,24,26,24
20,20,25,26,25
21,20,26,27,25
22,20,24,24,25
23,20,25,23,24
24,20,25,24,24
25,20,24,24,24
26,20,24,25,25
27,20,24,24,22
28,20,23,23,22
29,20,23,24,24
30,20,23,24,23
31,20,22,24,23
32,20,25,23,24
33,20,25,25,24
34,20,23,23,24
35,20,25,25,24
36,20,26,26,26
37,20,23,23,23
38,20,21,22,21
39,20,22,22,22
40,20,24,25,24
41,20,25,26,26
42,20,25,25,24
43,20,23,23,24
44,20,27,26,26
45,20,22,23,24
46,20,26,25,25
47,20,25,24,24
48,20,22,23,24
49,20,24,23,23
50,20,24,25,24
51,20,21,23,23
52,20,21,22,22
53,20,24,23,23
54,20,25,25,25
55,20,24,24,24
56,20,26,25,26
57,20,25,26,25
58,20,24,23,24
59,20,24,24,22
60,20,24,23,25
61,20,26,24,26
62,20,25,24,22
63,20,23,23,23
0,21,27,28,26
1,21,25,26,25
2,21,19,20,19
3,21,21,24,23
4,21,26,26,26
5,21,26,26,26
6,21,27,27,26
7,21,25,27,26
8,21,23,24,24
9,21,23,23,25
10,21,25,25,26
11,21,22,23,22
12,21,24,23,23
13,21,25,24,24
14,21,23,23,23
15,21,23,26,24
16,21,24,25,23
17,21,26,27,26
18,21,26,26,25
19,21,23,24,23
20,21,24,24,22
21,21,22,24,24
22,21,24,24,24
23,21,22,23,21
24,21,28,28,26
25,21,26,27,25
26,21,24,25,24
27,21,24,24,23
28,21,24,25,26
29,21,27,26,28
30,21,24,23,23
31,21,23,23,22
32,21,22,23,23
33,21,24,25,24
34,21,24,23,25
35,21,25,26,25
36,21,24,24,23
37,21,22,22,21
38,21,20,22,21
39,21,22,21,21
40,21,23,24,25
41,21,27,27,26
42,21,26,27,26
43,21,26,27,26
44,21,26,26,25
45,21,23,25,24
46,21,24,24,24
47,21,25,26,25
48,21,27,26,27
49,21,25,25,26
50,21,28,28,25
51,21,25,26,25
52,21,22,23,21
53,21,25,24,26
54,21,25,24,24
